"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"52","?????????? ????? ?????????????","Babur--A___1998",1477180800,"<b>介绍：</b>?????? ?????? ????????? ????? ??? ??? ???? ?????? ?????????<br>",5660,68,1,2,"[""感动""]",2423,8,22,30,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",73,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,0,"否","否","否","是","否","否","否",8.64117917119723,3
"53","2017年7月新番OP&amp;ED(施工中)","進OTZ",1498435200,"<b>介绍：</b>四月番陆陆续续的相继结束，终于迎来了七月暑期番，今年又会有哪些燃曲或良曲呢，让我们拭目以待吧！<br>",624,26,3,2,"[""日语"",""ACG""]",165,8,56,23,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",61,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,2,"否","否","否","是","否","否","否",6.43615036836943,3
"54","八个和弦以内-画画听的","十六盎司",1452470400,"[无简介]",9479,211,1,7,"[""轻音乐"",""钢琴"",""吉他""]",200,7,9,11,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",102,2,"否","否","否","是","否","否","否",9.15683410445304,3
"55","八音盒之梦[オルゴールの夢]","晶莹之泪",1426896000,"<b>介绍：</b>咱自己非常喜欢八音盒和水晶琴的声音 所以搜集了这些 努力更新中<br>",3686,174,4,13,"[""轻音乐"",""安静"",""ACG""]",97,8,526,14,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",45,"否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",1000,3,"否","否","否","是","否","否","否",8.21229713822977,3
"56","霸气登场的BGM","茶狸狸",1470441600,"<b>介绍：</b>一听到这些BGM我就浑身难受，难受的我拿起身边的奥特曼变身器从30层楼跳下去变身。<br>",16828,316,1,7,"[""游戏"",""兴奋"",""电子""]",5052,8,34,8,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",55,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否",14,0,"是","否","否","否","是","否","否",9.73079944471041,3
"57","百年香颂-女歌手名录","双鱼脆脆",1438560000,"<b>介绍：</b>1）当代香颂的兴起，大约是在1900年“法国美好时代” ，从那时起，香颂走进了百花齐放、多姿多彩的时代。<br><br>2）1931年，在法国第一届ACC唱片大奖赛上，香颂女歌手陆仙妮以一曲《对我细诉爱语》摘得桂冠，此歌被翻译为十四种语言多次翻唱，正式揭开法国“香颂”迷人的风华史。<br><br>3）如今在酒吧咖啡馆所传唱的那些复古怀旧的情歌和经典小资爵士乐曲已经成为香颂的代言。<br><br>4）歌单收录了从30年代开始的老牌香颂女歌手和当代流行歌手，共66位。从经典曲目到流行歌曲，可以听到近百年中香颂的演变，唯一不变的是那永远的优雅浪漫格调。持续更新中<br>",1947,112,1,10,"[""小语种""]",7401,9,146,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",295,"是","否","是","否","否","否","是","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",57,0,"是","否","否","否","是","否","否",7.5740450053722,3
"58","奔跑吧 欢快幽默音乐特辑","敢死队长",1495411200,"<b>介绍：</b>《奔跑吧》欢快搞笑音乐特辑<br><br>bgm中的搞笑担当，音乐响起，你不高兴都不行<br>",238,13,2,0,"[""轻音乐"",""欧美""]",778,6,67,12,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",57,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",55,2,"否","否","否","是","否","否","否",5.47227067367148,3
"59","奔跑吧 英文歌特辑","敢死队长",1495238400,"<b>介绍：</b>奔跑吧英文歌歌单，节目每一期出现的英文歌都很好听，歌曲排序方式：按照时间倒序排列<br><br>内容随节目播出不断更新……<br><br>现更新至第六期<br>",586,19,3,2,"[""欧美"",""流行""]",778,6,67,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",90,"是","否","是","否","否","否","否","否","否","否","是","否","否","否","是","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",63,8,"否","否","否","是","否","否","否",6.37331978957701,3
"60","奔跑吧第八期(baby回归)","敢死队长",1496361600,"<b>介绍：</b>播出时间：20170602<br><br>baby回归跑男，全部是自家人(伐木累)的一期<br><br>拍摄地点：辽宁大连<br>",1225,12,1,1,"[""华语"",""欧美"",""流行""]",778,6,67,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",75,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",17,3,"否","否","否","是","否","否","否",7.11069612297883,3
"61","奔跑吧第二期","敢死队长",1492819200,"<b>介绍：</b>《奔跑吧》第二期的录制时间为2月20日，播出时间为4月21日，地点：杭州，嘉宾：陈伟霆、林俊杰。<br>",611,20,1,4,"[""华语"",""欧美"",""流行""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",62,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",66,10,"否","否","否","是","否","否","否",6.4150969591716,3
"62","奔跑吧第六期","敢死队长",1495152000,"<b>介绍：</b>第六期20170519BGM<br><br>嘉宾：贾玲、景甜、王嘉尔<br>",1157,23,1,7,"[""影视原声""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",48,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",62,2,"否","否","否","是","否","否","否",7.05358572719368,3
"63","奔跑吧第三期","敢死队长",1493424000,"<b>介绍：</b>因为这一期有和之前重复的歌，歌单没法加，且有人问第三期都有哪些歌，所以另开此单。<br><br>《奔跑吧》第三期的录制时间为3月3日，播出时间为4月28日，地点：云南大理，嘉宾：李沁、唐艺昕、林志玲、容祖儿、阿Sa。<br>",3081,46,2,3,"[""欧美"",""流行"",""轻音乐""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",122,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",85,8,"否","否","否","是","否","否","否",8.03300949859667,3
"64","奔跑吧第四期","敢死队长",1494028800,"<b>介绍：</b>第四期的音乐收集在这里了，包括了与前几期重复的歌曲<br><br>嘉宾：林志玲、李沁、容祖儿、唐艺昕、阿Sa<br>",2136,35,1,22,"[""华语"",""欧美"",""流行""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",68,"否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",117,14,"否","否","否","是","否","否","否",7.66669020008009,3
"65","奔跑吧第五季 即将用的bgm","敢死队长",1492646400,"<b>介绍：</b>预测奔跑吧专用歌单，预测下一期即将使用什么bgm，除了主持人自带的bgm，根据节目预告，还会出现哪些音乐(纯属娱乐)<br>",2947,27,1,1,"[""华语"",""欧美"",""轻音乐""]",778,6,67,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",72,"是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",15,0,"否","否","否","是","否","否","否",7.98854298273769,3
"66","奔跑吧第五期","敢死队长",1494633600,"<b>介绍：</b>黄河大合唱专期<br>",548,12,1,7,"[""华语""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",21,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",54,4,"否","否","否","是","否","否","否",6.30627528694802,3
"67","奔跑吧第一期","敢死队长",1492387200,"<b>介绍：</b>《奔跑吧》第一期的录制时间为2月22日，播出时间为4月14日，地点：浙江义乌，嘉宾：刘嘉玲、袁姗姗、黄宗泽、关晓彤、魏大勋。<br>",1145,24,1,3,"[""流行"",""华语"",""欧美""]",778,6,67,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",76,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",130,12,"否","否","否","是","否","否","否",7.04315991598834,3
"68","笨女孩（原声集）","中二的歪鲤",1491177600,"<b>介绍：</b>歌曲没有发布，请耐心等待<br><br>《笨女孩》是由日本漫画家ヒロユキ作画的四格漫画，在《周刊少年Magazine》2012年52号上开始连载。描写冷酷高中生阿久津明与笨蛋女高中生花畑佳子的学校日常生活的搞笑喜剧作品。<br><br>再简单的介绍一下男女主角 (-^〇^-)<br>女主 花畑佳子<br>明的混乱制造者。喜欢的东西是明和香蕉，每科都考0分、连九九乘法都不会的笨蛋，但是运动神经很好。她笨到连在公园玩的小学生都在替她的未来担忧，建议她不要玩乐、去读书；不过她认为只要嫁给明就不必担心未来，但因为太笨，明把她当动物（猴子）看。<br>男主 阿久津明<br>佳子的青梅竹马，成绩很好。讨厌的东西是佳子与麻烦，冷血无情、经常使用暴力的恶魔，体力比佳子还差，不过还是一直在照顾佳子。妹控！实际上明的运动神经很好，格斗也很有水平，只不过佳子更强。<br><br>",4064,76,3,9,"[""ACG"",""影视原声"",""日语""]",734,7,90,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",394,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否",11,0,"否","否","否","是","否","否","否",8.30992298925832,3
"69","崩坏3rd抽卡必备","南大人_",1483401600,"<b>介绍：</b>收藏此歌单，助你脱非入欧…<br>",6634,139,5,12,"[""游戏""]",12,7,9,9,"是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",11,0,"否","否","否","是","否","否","否",8.799963219507,3
"70","不论睡在哪里，都是睡在夜里。","完美的灵魂",1421280000,"<b>介绍：</b>后摇，新古典，暗潮，新民谣，迷幻电子，军工。via独行的灵魂#NO.381<br>",12817,258,7,16,"[""欧美"",""另类/独立"",""夜晚""]",44003,10,503,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",51,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",22,1,"是","否","否","否","是","否","否",9.45852769372982,3
"71","布鲁斯故事","大象与蚂蚁",1477699200,"<b>介绍：</b>布鲁斯音乐大咖精选<br>",1237,51,2,0,"[""欧美"",""蓝调"",""经典""]",8811,10,180,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",23,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",218,2,"是","否","否","否","是","否","否",7.12044437239249,3
"72","超自然9人组Occultic;Nine","萌香妹妹",1477612800,"<b>介绍：</b>Occultic;Nine -オカルティック?ナイン- 超自然9人组OP ED歌单320K<br>",2476,44,3,0,"[""日语"",""ACG""]",171,6,58,19,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",59,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",8,0,"否","否","否","是","否","否","否",7.81439963380449,3
"73","车载＊超强节奏感","--唯爱",1465689600,"[无简介]",6008,79,7,3,"[""驾车"",""兴奋""]",2366,9,20,8,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",80,5,"否","否","否","是","否","否","否",8.70084719344397,3
"74","陈慧娴丨纵然有千百个喜欢的歌手也忘不掉你","夜海__",1480809600,"<b>介绍：</b>回忆陈慧娴 Priscilla，Chan 一段娴情 ~ <br>即使多年之后，也有人一定会记得陈慧娴，她的声是暖春、是炎夏、是凄秋易是严冬，她的歌像正午的太阳很暖，像雨后的水很涩，像一面映照现实的镜，映出的是人生，映出的是世间冷暖。 <br>写实之情：临行临别，才顿感哀伤的漂亮；原来全是你， 令我的思忆漫长。——《千千阙歌》 <br>几番离合，再相聚；成功挫败，难管它。悲哀因有他，快乐为有他，跟他受苦也罢。——《归来吧》 <br>她缘份随风飘荡，缘尽此生也守望，你我在凝望那一刹，心中有泪飘降。——《人生何处不相逢》<br>很怀念你当初太重要，但你始终未尽全力，让这颗心静静逃掉情也抹掉。—— 《夜机》<br>愿我的生命璀璨，要闪的漂亮，愿我的足迹，如风如霜。——《月亮》<br>情带歌走，唱的是自己也是别人，她很朴素，很率真，很坚强，很善良，她是沙滩上徐徐吹来的暖风暖尽人意，是风中屹立的白杨坚强刚毅，是藕池里的荷 出淤泥而不染，濯清涟而不妖。<br>好歌配佳人，使她在歌声中表现的淋淋尽致，是寄托，更是一段娴情。<br>",15870,370,24,17,"[""怀旧"",""粤语"",""经典""]",19,9,3,20,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",474,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否",170,4,"否","否","否","是","否","否","否",9.67218581352046,3
"75","纯粹?清冽?冷爵士","自由意志",1365811200,"[无简介]",7102,186,9,11,"[""爵士"",""孤独"",""小语种""]",22,7,39,9,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",11,0,"否","否","否","是","否","否","否",8.86813171350303,3
"76","此刻，多么欢愉。","完美的灵魂",1466467200,"<b>介绍：</b>搁浅在爱情的海洋里，<br>可这就是我们想要的，<br>在你我的庇荫所里，安然无恙，无人可抵达。 今夜，你会不会起航？ via独行的灵魂#NO.492<br>",16724,287,22,19,"[""夜晚"",""欧美"",""另类/独立""]",44003,10,503,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",89,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",24,1,"是","否","否","否","是","否","否",9.72460009247646,3
"77","催眠 α波 潜意识疗法 舒眠","擂钵",1366156800,"<b>介绍：</b>α脑波音乐之舒眠，失眠吗？听听她吧，让你自然而然地释放睡眠压力，渐进佳梦。<br>",16240,429,8,10,"[""夜晚"",""午休"",""民族""]",77,6,9,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",51,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",5,0,"否","否","否","是","否","否","否",9.69523261371567,3
"78","抖腿-劳驾给咱家一架缝纫机","扶她进来",1450656000,"<b>介绍：</b>这也算是另一个不能好好走路系列_(:зゝ∠)_打开这货，老夫的双腿几乎是失控的233333...<br>",2573,71,1,4,"[""日语"",""兴奋"",""ACG""]",2124,7,25,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",62,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否",45,6,"否","否","否","是","否","否","否",7.85282781228174,3
"79","俄罗斯吉普赛?Loyko","yuyaran",1408752000,"<b>介绍：</b>Loyko是当今俄罗斯最有声望的吉普赛音乐团体。乐团名称来源于19世纪俄罗斯著名的吉普赛小提琴艺人Loyko zabar。Sergei Erdenko和Oleg Ponomarev是一对表兄弟，他们出身于俄罗斯最古老的吉普赛部族。本专辑是Loyko在德国法兰克福演出的现场录音。<br>",3056,96,1,0,"[""古典"",""民族"",""世界音乐""]",7720,7,154,12,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",153,"否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",14,0,"是","否","否","否","是","否","否",8.02486215028641,3
"80","非洲游乐园","爵士当铺",1438041600,"<b>介绍：</b>参与这张专辑的艺人来自贝宁、衣索比亚、塞内加尔、马达加斯加等地，多数已成军达十年以上，并在国际上知名的团体，像成立於八零年代的南非团体「马哈达拉皇后合唱团」，便是三位从少女唱到成为阿婆的团体，来自乌乾达的史麦提不仅有著迷人的嗓音，更精通多样乐器，是一位全能的音乐天才。<br>",746,36,1,0,"[""运动"",""世界音乐""]",9461,9,83,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",148,"否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",13,0,"是","是","否","否","是","是","否",6.61472560020376,3
"81","匪帮说唱【暴徒人生】","栓栓阿栓",1468886400,"[无简介]",2350,61,1,0,"[""欧美"",""说唱""]",12,7,18,10,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,1,"否","否","否","是","否","否","否",7.7621706071382,3
"82","疯狂萨克斯","双鱼脆脆",1478995200,"<b>介绍：</b>美国女萨克斯演奏家Mindi Abair明迪·阿拜。炸裂感MAX，单听演奏雌雄莫辨<br>",1523,73,3,0,"[""爵士""]",7401,9,146,5,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",55,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",15,0,"是","否","否","否","是","否","否",7.32843735289516,3
"83","弗朗明哥舞曲","半甜的太阳雨",1388016000,"[无简介]",11049,266,11,3,"[""民族"",""浪漫""]",1466,9,216,6,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",40,0,"是","否","否","否","是","否","否",9.31009520511317,3
"84","哥特中二风(?ω&lt; )★","铃木佳奈",1441152000,"<b>介绍：</b>为什么要选择孤独，因为中二病往往都是孤独的！<br>",2262,87,3,14,"[""日语"",""另类/独立"",""孤独""]",2216,9,36,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否",41,0,"是","否","否","否","是","否","否",7.72400465667607,3
"85","个人心中最好的10首Rap","OversG",1441670400,"<b>介绍：</b>Top 10 / Kendrick Lamar-----A.D.H.D Top 9 / Kanye west-----All Of The Lights Top 8 / Mobb Deep-----Shook Ones Part II Top 7 / Snoop Dogg-----Gin&amp;Juice Top 6 / Eminem-----Lose Yourself Top 5 / Coolio-----Gangsta's Paradise Top 4 / B.I.G.-----I See Cali Top 3 / Ice Cube-----It Was A Good Day Top 2 / Tupac-----Ghetto Gospel Top 1 / Eazy-E-----Boyz-N-The-Hood(Remix)<br>",11267,355,4,12,"[""欧美"",""感动"",""说唱""]",5878,10,47,13,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",382,"否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",10,1,"是","否","否","否","是","否","否",9.32963337816417,3
"86","古典音乐入门（薜飚音乐艺术中心）","FurEris",1438128000,"<b>介绍：</b>此歌单据2015年7月28日薜飚音乐艺术中心发布的微信帖“古典音乐入门”中选取的曲目而建。共分四部分，介绍内容见歌单评论，曲目名称见歌曲评价中我的评价，内容简介源自微信帖中介绍。<br>",7898,309,6,9,"[""古典"",""经典""]",9122,10,895,16,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",103,"是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",37,1,"是","否","否","否","是","否","否",8.9743648418466,3
