"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"118","骑上哈雷，穿越沙漠","小狗核",1431648000,"<b>介绍：</b>老式摇滚情怀<br>",1006,11,2,1,"[""旅行"",""摇滚"",""兴奋""]",12,8,7,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是",15,0,"否","否","否","是","否","否","否",6.91373735065968,3
"119","骑上摩托驰骋在路上（电吉他篇）","biangbiangS",1423440000,"<b>介绍：</b>听歌前请自行脑补 开辆美式哈雷在美国高速上.<br>",4707,93,3,1,"[""摇滚"",""吉他"",""驾车""]",17,9,7,15,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",15,0,"否","否","否","是","否","否","否",8.45680604140114,3
"120","轻音乐 α波 潜意识疗法 元气恢复","擂钵",1366156800,"<b>介绍：</b>α脑波音乐之元气恢复，达到学习工作的最好状态。<br>",15085,480,4,5,"[""轻音乐"",""学习"",""工作""]",77,6,9,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",37,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",7,0,"否","否","否","是","否","否","否",9.62145615159316,3
"121","情迷独特的磁性男声 圣诞暖??特辑","小翰子",1419206400,"<b>介绍：</b>醇厚磁性男声+真情的无言倾诉+感人之肺腑的歌词 =不可错过的无可比拟的磁性男声辑. 【ps:祝大家圣诞快乐，心想事成!】<br>",17222,1009,16,33,"[""欧美"",""性感"",""夜晚""]",57184,10,168,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",74,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",42,1,"是","否","否","否","是","否","否",9.75394291525611,3
"122","全国夜店精选 Club Remixs丶","shikEkk-",1475452800,"<b>介绍：</b>电音<br>",11208,139,10,1,"[""欧美"",""电子"",""酒吧""]",776,9,15,19,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",998,86,"否","否","是","否","否","否","是",9.32438308801684,3
"123","桑巴巴萨诺瓦","爵士当铺",1438041600,"<b>介绍：</b>桑巴巴萨诺瓦，巴西新音乐从世纪之初开始活跃，Putumayo 这张唱片正是展示与以往不同的桑巴和巴萨诺瓦音乐。虽然专辑缺少某些知名艺人的参与，歌曲本身也不是十足优秀，这张选集带来的面貌一新的巴萨诺瓦依然值得一听。<br>",5177,82,1,0,"[""旅行"",""世界音乐"",""Bossa Nova""]",9461,9,83,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",120,"否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",11,0,"是","是","否","否","是","是","否",8.5519810169019,3
"124","绅士的自我修养","史莱姆骑士",1422230400,"<b>介绍：</b>我要循环！不要拦着我！主要是想做爱马仕的单曲精选<br>",5414,355,2,9,"[""日语"",""ACG"",""游戏""]",8227,10,200,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否",238,4,"是","否","否","否","是","否","否",8.59674347017425,3
"125","深夜爵士1-灵魂安放的时光","双鱼脆脆",1472256000,"<b>介绍：</b>深夜，灵魂安放的时光。器乐为主，偏安静。（安静的爵士曲往往心浮气躁时听不进，神定气闲时听不懂，却是午夜清醒沉思时的良伴）<br>",3505,126,2,0,"[""爵士""]",7401,9,146,13,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",74,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",31,13,"是","否","否","否","是","否","否",8.16194579946869,3
"126","深夜爵士2-与影子一起舞蹈","双鱼脆脆",1475452800,"[无简介]",1048,86,2,1,"[""爵士""]",7401,9,146,13,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,2,"是","否","否","否","是","否","否",6.95463886488099,3
"127","深夜食堂2（小林薰主演电影）","千雪酱-喵喵喵makimakima希希希-",1500422400,"<b>介绍：</b>深夜食堂，就是都市里所有疲惫的人们都向往的喘息之所。生活，就应该像风铃发出的响声一样清脆呀！<br>亲情，友情，爱情，在这部电影中一一体现，相互交融，交织在一起。在这部电影中，我们会慢慢感受到来自别人的温暖，来自亲人的，爱人的，陌生人的。电影也如同煮菜一般。慢慢进入高潮，没有过多的波澜起伏，没有多么华丽的特效，没有华丽的背景。但是配上那动人的背景音乐，却足以直逼我们的内心。给现代人阴暗的心灵，给予一丝光明。光明虽弱，却足以照亮前程。总的来说，这部电影情节上，平淡中带着少许波澜，朴素中又流露出真情。这就是我们的人生啊。一点点善举或许就可以温暖别人的心灵，带领别人走出阴暗，走出困境。这一个小善举，不是为了什么回报，而是为了可以让这个善举可以继续延续下去，温暖更多人，乃至千千万万人。一个人的力量虽然薄弱，但不断延续下去那也是一个不可小觑的力量。情到深处，不禁潸然泪下。<br>",855,20,3,1,"[""日语"",""治愈"",""感动""]",483,8,149,14,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",400,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否",7,0,"否","否","否","是","否","否","否",6.75110146893676,3
"128","生命乐章--BBC纪录片《The Hunt》原声大碟","猫猫咪娅",1459468800,"<b>介绍：</b>David Attenborough再次联合BBC于2015年推出全新纪录片《The Hunt 猎捕》，由《行星地球》团队倾力打造，全方位展现动物在觅食过程中的戏剧性一刻，并首次披露南美水濑、座头鲸的猎食行为，更借用了电影、戏剧中的片段，力求给观众一个具有说服力的印象。<br>摄制组的足迹遍布雨林，冻土层，海洋，草原，极地，典型生态环境一网打尽，还记录了各路科学家以及环保人士对保护濒危动物所做出的努力。<br>由《地心引力》的作曲家Steven Price作曲。<br><br>本系列将BBC自然纪录片带到全新的高度：鸟瞰航拍水下特写等极致摄影技术，电影式的剪辑手法和Steven Price作曲，加上大卫爵爷的旁白，其故事性和悬念性俨然是一部好莱坞大片。<br><br>在此为大家奉上高清原版原声大碟，和大家一起分享这一趟震撼的猎捕之旅。<br>",6995,413,5,4,"[""影视原声""]",6,8,7,26,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",386,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",35,0,"否","否","否","是","否","否","否",8.85295088709958,3
"129","世界音乐索引地图【Putumayo厂牌】","大象与蚂蚁",1398902400,"<b>介绍：</b>成立于美国【Putumayo World Music】唱片公司，是一家专门以出版世界音乐的唱片公司厂牌。自1993年开始了唱片公司的经营。十多年多来的辛苦耕耘下，慢慢地成长茁壮，已经成为全球重要的世界音乐厂牌之一。本歌单为世界音乐专辑索引歌单，每张专辑，精选一首最佳歌曲入歌单！<br>",15778,598,17,21,"[""世界音乐"",""欧美"",""民谣""]",8811,10,180,20,"是","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",153,"是","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",84,0,"是","否","否","否","是","否","否",9.66637184365504,3
"130","世界音乐之【吉普赛音乐】","大象与蚂蚁",1398902400,"<b>介绍：</b>世界音乐系列之一。更多内容见《世界音乐之旅索引地图》歌单。<br>",19524,573,7,8,"[""小语种"",""民族"",""世界音乐""]",8811,10,180,12,"否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",43,"是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",11,0,"是","否","否","否","是","否","否",9.87939975700704,3
"131","谁在月下吟唱一曲悠扬，响彻星空","污秽的摇篮丶",1442620800,"<b>介绍：</b>如同大自然群星灿烂。那最早闪现的，未必是最亮的星宿。有的星宿孤独地燃烧着，熄灭了，很久很久以后，它的光才到达我们的眼睛——是谁曾在月下吟唱着悠扬的歌声，回荡于山谷，响彻星空……<br>",2745,35,17,0,"[""夜晚"",""New Age"",""放松""]",2332,9,27,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",102,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",18,3,"是","否","否","否","是","否","否",7.91753635394363,3
"132","谭咏麟快歌","怀旧的大头",1375056000,"[无简介]",9355,218,1,5,"[""经典"",""怀旧"",""粤语""]",183,10,486,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否",110,0,"否","否","否","是","否","否","否",9.14366623870819,3
"133","天籁之音【梦幻八音盒】","波波San",1408406400,"<b>介绍：</b>八音盒那仿佛来自天国的声音，总能触及到我们心灵的深处，让人置身于仙境般的感觉，太棒了！\(^o^)/<br>",10276,299,11,9,"[""日语"",""ACG"",""治愈""]",1627,8,16,11,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",64,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否",19,0,"是","否","否","否","是","否","否",9.23756635822977,3
"134","听到极致的英伦魔性之音","活在水里的猫",1484179200,"[无简介]",2703,38,1,0,"[""欧美"",""流行""]",12275,10,39,11,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",10,0,"是","否","否","否","是","否","否",7.90211754627645,3
"135","偷心 | I Don't Love You Anymore","中極殿大學士",1495843200,"<b>介绍：</b>2004 Closer/偷心 一小時三十三分<br>",10801,291,17,30,"[""电子"",""伤感""]",13260,10,18,29,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,0,"否","否","否","是","否","否","否",9.28739400141847,3
"136","土耳其 歌曲* Turkish","--唯爱",1462406400,"[无简介]",2863,26,2,0,"[""小语种""]",2366,9,20,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",168,0,"否","否","否","是","否","否","否",7.95962530509811,3
"137","维也纳华尔兹篇（摩登舞）","Kenny_23",1466899200,"<b>介绍：</b>摩登舞（国际标准舞）维也纳华尔兹篇，自己练舞最喜欢的一些歌曲。今天只传一些，后续还会上传。<br>",6428,226,14,4,"[""舞曲"",""拉丁"",""世界音乐""]",224,7,12,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",59,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",28,1,"否","否","否","是","否","否","否",8.7684187268574,3
"138","伪恋里经常听到的的BGM","櫻花飄落之時",1441497600,"<b>介绍：</b>开一个歌单作收藏用...一首一首收藏到喜欢的音乐感觉太麻烦了...（个人整理不代表官方）<br>",13757,555,9,34,"[""校园"",""影视原声"",""ACG""]",44,8,9,12,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",58,"是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",41,0,"否","否","否","是","否","否","否",9.529303064461,3
"139","为张国荣而诞生的音乐","啊哈罗罗",1462320000,"<b>介绍：</b>本歌单含纪念张国荣以及相关影视作品的歌曲，少数特殊翻唱或再次创作，以原创歌曲为主。其中depression为浮夸的前身demo，浮夸的作曲为cykong在听到哥哥逝世的消息时悲怆而作，陈奕迅本想自己填词纪念哥哥，但最终放弃，后由黄伟文改变原曲意境而写浮夸。<br>",3115,113,9,25,"[""流行"",""怀旧"",""思念""]",61,7,9,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",142,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",46,9,"否","否","否","是","否","否","否",8.04398443122155,3
"140","舞曲 ? 带感","--唯爱",1467158400,"[无简介]",3721,39,1,0,"[""舞曲"",""兴奋"",""流行""]",2366,9,20,7,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",133,0,"否","否","否","是","否","否","否",8.22174772834662,3
"141","希腊语☆你为我点亮一盏灯","Katalaveno",1449273600,"<b>介绍：</b>Τ?ρα μαθα?νω ελληνικ?.<br>I am learning Greek now.<br>我在自学希腊语。<br>更新ing<br>",7399,181,10,11,"[""小语种"",""流行""]",122,9,30,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",85,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",206,0,"否","否","否","是","否","否","否",8.90910013492555,3
"142","西风涟漪不相识","客行云乐",1467936000,"[无简介]",994,63,4,0,"[""轻音乐""]",9273,10,611,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",53,1,"否","否","否","是","否","否","否",6.90173720665657,3
"143","西语-拉美风情?","爱刘嘎嘎爱皇马",1436486400,"<b>介绍：</b>跟着节奏一起跳舞吧，shake ur butt?<br>",6139,61,3,6,"[""小语种"",""快乐"",""雷鬼""]",467,8,27,8,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",82,1,"否","否","否","是","否","否","否",8.7224171414275,3
"144","乡村蓝调","双鱼脆脆",1474675200,"<b>介绍：</b>其实这个蓝调专辑不是我一贯喜欢的风格，只为弄清楚乡村蓝调到底有什么特征，我的结论很简单粗暴：一个地道的乡村嗓<br>",1552,41,1,0,"[""蓝调""]",7401,9,146,4,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",68,"否","否","否","是","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",7.34729970074316,3
"145","逍遥骑士","蛋蛋拌疼疼",1466726400,"<b>介绍：</b>略<br>",477,22,1,3,"[""影视原声""]",2002,9,103,4,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",28,0,"是","否","否","否","是","否","否",6.16751649088834,3
"146","旋风管家1","ys-l",1401840000,"<b>介绍：</b>旋风管家1<br>",9188,325,4,3,"[""日语"",""ACG""]",1195,7,138,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",10,0,"是","否","否","否","是","否","否",9.12565356380899,3
"147","牙买加雷鬼","爵士当铺",1438128000,"<b>介绍：</b>牙买加是加勒比海中最着名的岛屿之一，这都得要感谢其世界着名的海滩、名胜、阳光、莱姆酒，当然还有它的雷鬼音乐。亚买加的雷鬼音乐是二十世纪最有影响力的音乐之一，热情的音乐、强烈的节奏、自由的风格，绝对是一张解放你束缚已久心灵的音乐。让我们随着雷鬼音乐轻快的节奏摆动吧！<br>",4904,95,1,1,"[""旅行"",""雷鬼"",""世界音乐""]",9461,9,83,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",146,"否","是","否","否","否","否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",11,0,"是","是","否","否","是","是","否",8.49780647761605,3
"148","一 瓶 入 梦","Aloha阿罗哈",1492387200,"<b>介绍：</b>有些音乐 只有细细品尝<br>才能尝出其中的味道 就像品茶一样<br>每一首都是精品<br>风格由轻入重<br>由清新到激情<br>一瓶星辰掷入梦<br>打开列表循环 尽情享受吧<br>(不定期更新)<br>",10906,256,15,13,"[""电子"",""旅行"",""清新""]",7059,8,21,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",114,"否","是","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",15,0,"是","否","否","否","是","否","否",9.29706837548601,3
"149","以色列民乐","爵士当铺",1438214400,"<b>介绍：</b>收录以色列当代歌曲。舒缓的歌曲讲述的是对音乐与和平的热爱。一起来从这沙发音乐里感受以色列的文化吧。<br>",2090,65,1,0,"[""世界音乐"",""孤独""]",9461,9,83,5,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",63,"否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",12,0,"是","是","否","否","是","是","否",7.64491934495886,3
"150","意大利咖啡馆","爵士当铺",1438041600,"<b>介绍：</b>收录上世纪五六十年代以及当代意大利音乐，意大利南部咖啡馆氛围。<br>",3445,118,4,2,"[""旅行"",""世界音乐"",""放松""]",9461,9,83,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",45,"否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",12,0,"是","是","否","否","是","是","否",8.14467918344776,3
"151","英伦摇滚-大不列颠的优雅与不羁","双鱼脆脆",1475884800,"<b>介绍：</b>向英国摇滚致敬，因为他们让流行音乐成功摆脱了blues和美国村味。<br><br>收录60～90年代英国摇滚乐队和歌手，基本按乐队成立年代排序。第一首以纯音版Yesterday纪念披头士，其他遗漏的慢慢添加。<br><br>封面说明：著名的英国匿名涂鸦艺术家班克斯的街头涂鸦作品。<br>",1817,78,1,1,"[""摇滚""]",7401,9,146,15,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",154,"否","是","否","否","是","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",77,3,"是","否","否","否","是","否","否",7.50494206839617,3
"152","悠然小天幸运方块大冒险BGM","陈小新陈老师",1470614400,"<b>介绍：</b>悠然小天幸运方块用过的bgm<br>",2825,68,2,26,"[""韩语"",""电子"",""游戏""]",12,7,27,14,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",28,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",6,1,"否","否","否","是","否","否","否",7.94626364358054,3
"153","月色如水 思绪如雾","时间某处",1422576000,"<b>介绍：</b>像今晚上，一个人在这苍茫的月色下，什么都可以想，什么都可以不想，便觉是个自由的人。 ——朱自清《荷塘月色》<br>",6672,168,7,3,"[""古典""]",18754,9,168,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",67,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",22,0,"是","否","否","否","是","否","否",8.80567494403858,3
